rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"4,5 Zimmer",94 m²,CHF 1750.—,CHF 1320.—,3236,Rebenweg 41,Gampelen,No information,"Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine gemütliche 4.5-Zimmerwohnung mit grosser Terrasse in ruhigem 6-Familienhaus. Die Wohnung bietet folgenden Ausbaustandard:Küche und Wohnzimmer mit PlattenbodenBad mit PlattenbodenSchlafzimmer und Kinderzimmer mit Laminat/Parkettsehr gross, sonnige TerrasseKellerabteilMitbenützung  WaschkücheZur Wohnung kann eien Garage für CHF 120.00 oder ein Aussenparkplatz für CHF 50.00 dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht uns zu kontaktieren.",True,True,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-gampelen/7098309
"5,5 Zimmer",No information,CHF 1450.—,CHF 1250.—,4923,Bernstrasse 49,Wynau,No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-wynau/7098206
"2,5 Zimmer",49 m²,CHF 2070.—,CHF 1850.—,3011,Postgasse 54,Bern,2012,"Wir vermieten ab 1. Juli 2022 oder nach Vereinbarung eine schöne 2.5-Zimmerwohnung an der Postgasse 54 in der Berner Altstadt.Die Wohnung verfügt über:moderne offene Küche mit Glaskeramikkochfeld, grosser Kühlschrank, Geschirrspüler und viel StauraumBadezimmer mit Badewanneantike Parkett-und Plattenbödeneigener Waschturm in der WohnungBalkon mit Sicht auf die Berner AareWandschrank mit Garderobe im EingangsbereichKellerabteilruhige LageHaben wir Ihr Interesse geweckt? Dann dürfen Sie sich gerne bei Herr Sutter (Bewirtschafter) unter 031 357 05 08 melden, um einen Besichtigungstermin zu vereinbaren.Wir freuen uns auf Ihren Anruf!",False,False,True,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7097825
"4,5 Zimmer",93 m²,CHF 1460.—,CHF 1240.—,3367,Burgdorfstrasse 5,Thörigen,No information,"Wir vermieten ab sofort oder nach Vereinbarung diese neu sanierte 4.5 Zimmer Erdgeschoss-Wohnung in Thörigen. Die lichtdurchflutete Wohnung im EG bietet Ihnen, durch gut bedachte Raumaufteilung, einen grossen Ess- und Wohnbereich, grosse Schlafzimmer mit Laminat Boden, eine praktische Küche mit modernen Geräten und ein neues Badezimmer inkl. Lavabo mit Schränke und einer Dusche. Des Weiteren verfügt die Wohnung über einen eigenen Topladerwaschmaschine. Um die Sommerzeit zu geniessen, haben Sie die Möglichkeit auf der Terrasse zu verweilen. Für das Parkieren Ihres Fahrzeuges können Sie auswählen zwischen einem Carport zzgl. 90.- CHF oder einem Aussenparkplatz für zzgl. 40.- CHF.Kommen Sie vorbei und überzeugen Sie sich selbst.Dieses CLASSICHOMES-Angebot zeichnet sich durch folgende Vorteilen aus:Im SanierungsprozessEinbauschränke Braun werden entferntLaminat Boden verlegtBadezimmer wird inkl. Lavabo und Schränke erneuertTopladeraschmaschineGrosszügig und geräumigGute RaumaufteilungGrosser Ess- und WohnbereichGrosse SchlafzimmerZwei WohnungseingängeTerrasseLichtdurchflutetHeimlichPraktische Küche mit modernen GerätenCarport zzgl. 90.- CHF oder Aussenparkplatz zzgl. 40.- CHFund, und, und...Zustand: In einem super Zustand, neu saniertLage: Im Dorfzentrum von ThörigenInteressiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!Selber eine Immobilie zu vermarkten?Wir überzeugen mit fairen und transparenten Konditionen!Für mehr Immobilien besuchen Sie unsere Webseite unter:www.classichomes.chKostenlose Marktwertschätzunghttps://www.classichomes.ch/immobilienbewertung.xhtml",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thoerigen/7097571
"3,5 Zimmer",88 m²,CHF 1730.—,CHF 1510.—,3250,Busswilstrasse 8,Lyss,2010,"Wir vermieten an einer optimalen Lage am Bahnhof in Lyss die 3.5-Zimmerwohnung mit folgenden Vorzügen:Küche mit viel Stauraum, Glaskeramik und GeschirrspülerEingangsbereich mit EinbauschränkenBad + DuscheEigener Waschturmgrosszügiges Reduitgrosser Balkon inkl. ReduitKellerLiftDie Wohnung ist auch für Personen mit eingeschränkter Mobilität geeignet.Wir freuen uns auf Ihren Anruf!Die Bilder können vom Original leicht abweichen.",True,True,False,False,True,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7097373
"4,5 Zimmer",100 m²,CHF 1700.—,CHF 1400.—,3054,Dorfstrasse 8,Schüpfen,No information,Aussergewöhnliche 4.5-Zimmer-Maisonette-Wohnung mit viel Charme in ausgebautem Bauernhaus zu vermieten per 01.08.2022 oder nach Vereinbarung. Die tolle Wohnung verfügt über:1.OGKüche mit GeschirrspülerAussengemüseschrank im Fenstergemütliche EsseckeWohnzimmer mit SchwedenofenToller EinbauschrankSep. WCLaminat- und Steinböden2.OGSchlafzimmerKinderzimmer mit EinbauschrankBad mit Badewanne und WCLaminat- und Steinböden3.OGGalerieKellerraumKein BalkonWunderschöner Garten zur Mitbenützung.Auf Wunsch: GartenbeetAuf Wunsch: Aussenparkplatz à CHF 25.00/MonatWohnung nicht geeignet für Familien mit KleinkindernGerne zeigen wir Ihnen diese schöne Wohnung.,True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-schuepfen/7097027
"3,5 Zimmer",No information,CHF 1295.—,CHF 1095.—,3400,Gyrischachenstrasse 35,Burgdorf,No information,"Wir vermieten per sofort oder nach Vereinbarung eine gemütliche 3.5-Zimmer-Wohnung in einem kinderfreundlichen Quartier in Burgdorf.Was erwartet Sie?geräumige Küche mit Glaskeramikherd, GeschirrspülerReduitLaminatböden im Korridor Wohn-und SchlafzimmerPlattenböden in Küche, Korridor,WC/BadezimmerBadezimmer mit BadewanneBalkonsep. KellerabteilGarage oder Parkplatz kann dazu gemietet werdenSchwimmbad zur freien MitbenutzungIn nur wenigen Gehminuten erreichen Sie den Quartierladen.Zögern Sie nicht uns zu kontaktieren. Wir freuen uns auf Sie!Bitte beachten Sie, dass die Bilder von einer baugleichen Wohnung stammen aber dennoch minime Unterschiede zum eigentlichen Mietobjekt beinhalten können.",True,True,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7096998
1 Zimmer,25 m²,CHF 630.—,CHF 560.—,2560,Schulgasse 1,Nidau,1750,"Öffentliche Verkehrsmittel sowie Einkaufsmöglichkeiten innert wenigen Gehminuten erreichbarDie Wohnung ist mit Plattenboden ausgestattet und wurde frisch gestrichen. Eine kleine Einfrontenküche ist mit Kühlschrank und Kochherd ausgestattet, die Schränke bieten genügend Stauraum. Im Badzimmer befindet sich ein Dusche. Zur Mitbenutzung mit den Nachbarn steht ein grosser Terrassenplatz im Innenhof zu Verfügung. Die Wohnung hat kein Kellerabteil und Parkmöglichkeit.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/7096490
3 Zimmer,56 m²,CHF 1540.—,CHF 1290.—,3012,Fabrikstrasse,Bern,1974,"Ruhig gelegene, helle 3-Zimmerwohnung * Wohn-/ Esszimmer mit offener, moderner Küche * 2 abgeschlossene Zimmer * Bad mit Dusche und WC * gemütlicher Balkon (Morgensonne)Die Bilder stammen von einerm Vergleichsobjekt.Die Liegenschaft befindet sich an ruhiger Lage, mit besten öffentlichen und privaten Verkehrsanschlüssen.Der nahegelegene Bremgarten-Wald bietet eine Vielzahl an Erholungsmöglichkeiten.Post Auto erschliesst mit der Linie 101 Bern-Hinterkappelen seinerseits die Bedienung der Haltestellen Bremgartenfriedhof und Güterbahnhof. In wenigen Minuten ist das Stadtzentrum erreicht.Einstellhallenplätze (monatlich Fr. 110.00) stehen zur Verfügung.",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7096188
"4,5 Zimmer",120 m²,CHF 2020.—,CHF 1770.—,3400,Strandweg,Burgdorf,2010,"Grosszügige, helle Wohnung mit moderner Raumgestaltung und hohem Ausbaustandard * offene Küche mit Glaskeramikherd und Geschirrspüler * Bad/ WC und Dusche/ WC * Reduit * Einbauschränke * Bodenheizung * TV- und Telefonanschluss in allen Räumen * Balkone (Loggia) mit Abend- oder Morgensonne * Waschturm in der Wohnung * Keller im UntergeschossDie moderne Wohnüberbauung ""Strandweg"" befindet sich im Zentrum von Burgdorf und ist nach Minergie-Standard erstellt worden. Die lichtdurchfluteten Räume verbinden das Innenleben mit der Landschaft und präsentieren eine wunderbare Aussicht auf das Schloss Burgdorf. Die günstige Verkehrslage bietet ländlich geprägte Wohnmöglichkeiten, in unmittelbarer Nähe zur Stadt. Die Wohnsiedlung ist verkehrsfrei, hat viele Grünflächen und Spielplätze und ist dadurch sehr kinderfreundlich angelegt. Je nach Vermietungsstand stehen Einstellhallenplätze à Fr. 120.00 zur Verfügung.Um zur VISUALISIERUNG eines Objektes dieser Liegenschaft zu gelangen, klicken Sie hierUm eine ausführliche DOKUMENTATION dieser Wohnungen zu erhalten, klicken Sie hier und öffnen anschliessend das Register ""Erstvermietungen"".",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7096182
"4,5 Zimmer",122 m²,CHF 1955.—,CHF 1675.—,3400,Strandweg,Burgdorf,2010,"Grosszügige, helle Wohnung mit moderner Raumgestaltung und hohem Ausbaustandard * offene Küche mit Glaskeramikherd und Geschirrspüler * Bad/ WC und Dusche/ WC * Reduit * Einbauschränke * Bodenheizung * TV- und Telefonanschluss in allen Räumen * Balkone (Loggia) mit Abend- oder Morgensonne * Waschturm in der Wohnung * Keller im UntergeschossDie moderne Wohnüberbauung ""Strandweg"", im Zentrum von Burgdorf, ist nach Minergie-Standard erstellt worden. Angrenzend an den Waldstreifen, entlang der Emme, verbinden die lichtdurchfluteten Räume das Innenleben mit der Landschaft und präsentieren eine wunderbare Aussicht auf das Schloss Burgdorf. Die günstige Verkehrslage bietet ländlich geprägte Wohnmöglichkeiten in unmittelbarer Nähe zur Stadt. Der Kindergarten, die Primar- und Sekundarschule sind zu Fuss oder mit dem Fahrrad in wenigen Minuten erreichbar. Die Wohnsiedlung ist verkehrsfrei, hat viele Grünflächen und Spielplätze und ist dadurch auch sehr kinderfreundlich angelegt.Je nach Vermietungsstand stehen Einstellhallenplätze à Fr. 120.00, welche direkt durch das Kellergeschoss zugänglich sind, zur Verfügung.Um zur VISUALISIERUNG eines Objektes dieser Liegenschaft zu gelangen, klicken Sie hier. Um eine ausführliche DOKUMENTATION dieser Wohnungen zu erhalten, klicken Sie hier und öffnen anschliessend das Register ""Erstvermietungen"".",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7096179
"3,5 Zimmer",82 m²,CHF 1300.—,CHF 1040.—,2560,Lyss-Strasse 18,Nidau,No information,"Per sofort oder nach Vereinbarung vermieten wir diese schöne 3.5-Zimmerwohnung in Nidau.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Badezimmer mit dunklem, pflegeleichtem PlattenbodenGrosses Wohnzimmer mit viel TageslichtHelle und geräumige SchlafzimmerKüche mit vier Herdplatten, Backofen, Geschirrspüler und ausreichend Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und BadewannePraktischer Einbauschrank im EingangsbereichGrosser Balkon für gemütliche SonnenstundenEigenes KellerabteilHaustiere sind erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 100.00 pro Monat dazu gemietet werden.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheVerschiedenste Spielplätze erreicht man in kürzester ZeitGute Anschlüsse an die Autobahn und den öffentlichen VerkehrDer Bielersee ist in wenigen Minuten zu Fuss zu erreichenBitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/7094905
"1,5 Zimmer",28 m²,CHF 590.—,CHF 490.—,2560,Lyss-Strasse 18,Nidau,No information,"Per sofort oder nach Vereinbarung vermieten wir diese schöne 1.5-Zimmerwohnung in Nidau.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn-/Schlafzimmer mit ParkettbodenKüche und Badezimmer mit pflegeleichtem PlattenbodenGrosses Wohn-/Schlafzimmer mit viel TageslichtKüche mit vier Herdplatten, Backofen, Kühlschrank und ausreichend Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und BadewannePraktischer Einbauschrank im EingangsbereichEigenes KellerabteilHaustiere sind erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 100.00 pro Monat dazu gemietet werden.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheVerschiedenste Wanderwege bieten Raum zur ErholungGute Anschlüsse an die Autobahn und den öffentlichen VerkehrDer Bielersee ist in wenigen Minuten zu Fuss zu erreichenBitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/7094904
"1,5 Zimmer",37 m²,CHF 1280.—,CHF 1130.—,3012,Brückfeldstr. 19,Bern,1976,"Die helle und geräumige 1.5-Zimmerwohnung, welche in unmittelbarer Nähe zur Uni und zum Hauptbahnhof liegt, bietet folgende Vorzüge:Sonniger Balkon lädt zum verweilen einParkettboden in der ganzen WohnungGlaskeramikherdKellerabteil bietet viel StauraumLift vorhandenÖV und Einkaufsmöglichkeiten in GehdistanzBei Bedarf kann ein Einstellplatz dazu gemietet werden.Die Wohnung verfügt des weiteren über sehr gute Anschlüsse an die Autobahn und an den öffentlichen Verkehr.Haben wir Ihr Interesse geweckt, dann können Sie die Wohnung an folgenden Terminen besichtigen:13.05.2022 von 16:00 Uhr bis 18:00 Uhr16.05.2022 von 17:00 Uhr bis 19:00 UhrKlingeln Sie bei Frau Barthomeuf.Bei den Innenfotos handelt es sich um Musterfotos, welche lediglich den Ausbaustandard darstellen und leicht vom Mietobjekt abweisen können.",True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7094773
"5,5 Zimmer",140 m²,CHF 2525.—,CHF 2075.—,2504,Poststrasse 7,Biel/Bienne,2013,"Wir vermieten eine moderne 5.5-Zimmerwohnung an der Poststrasse 7 in Biel.Die Wohnung bietet Ihren Bewohnern den gewünschten Komfort, wie zum Beispiel;Küche mit offenem, hellen Wohn- und EssbereichEine Nasszelle mit Badewanne und WCEine zweite Nasszelle mit Dusche und WCDie Wohnung verfügt über Platten- und Laminatbödengrosszügiger BalkonEinstellhallenparkplätze können dazu gemietet werdenWir stehen Ihnen für weitere Auskünfte und/ oder eine eventuelle Besichtigung gerne zur Verfügung.***********************************************************Nous louons un spacieux et moderne appartement de 5.5 pièces  à la rue de la Poste 7 à Bienne.L'appartement offre à ces habitants tout le confort souhaité, comme:Le séjour avec salle à manger attenant à la cuisine ouverteUne première salle d’eau avec baignoire et wcUne seconde salle d’eau avec douche et wcLes sols sont en carrelage et en laminégrand et spacieux balconDes places de parc en halle souterraine peuvent également être louées.Nous restons à votre entière disposition pour tous renseignements ou pour une éventuelle visite.",True,False,True,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7094352
"4,5 Zimmer",No information,CHF 1740.—,CHF 1420.—,3006,Giacomettistrasse 35A,Bern,No information,An der Giacomettistrasse 35A im Ostring wird ab dem 1. Juli 2022 einehelle und grosszügige Wohnung frei (kein Lift)Laminat- und PlattenbödenGlaskeramikkochfeldGeschirrspülerDoppellavabo und Badewanne im Badezimmerseparate ToiletteWandschränkeÖV-Anschluss ganz in der Nähe (Tram Nr. 7 Endstation Ostring)Einkaufsmöglichkeiten (Zentrum Freudenberg) in 3 Min. zu Fuss erreichbarZentrum Paul Klee befindet sich gerade neben der LiegenschaftHaben wir Ihr Interesse geweckt? Rufen Sie uns an.,True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7094190
2 Zimmer,53 m²,CHF 1500.—,CHF 1400.—,3011,Münstergasse 57,Bern,No information,"An äusserst zentraler Lage in der Berner Altstadt vermieten wir per sofort oder nach Vereinbarung in einem gepflegten Altstadthaus eine2-Zimmerwohnung mit Altbau-CharmeWohnzimmer + Schlafzimmer mit Parkettoffene Küche mit GeschirrspülerWaschmaschine und Tumbler in der WohnungBadezimmer mit BadewanneZentrale Lage, nur wenige Gehminuten vom Zytglogge-Platz entferntHaben wir Ihr Interesse geweckt? Dann rufen Sie uns an!",False,False,False,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7094189
"4,5 Zimmer",85 m²,CHF 1840.—,CHF 1620.—,3014,Winkelriedstrasse 22,Bern,1954,"Ideal als Wohngemeinschaft oder als erste Wohnung. Die Einkaufsmöglichkeiten, Schulen sowie öffentliche Verkehrsmittel befinden sich in unmittelbarer Nähe. In wenigen Fahrminuten erreichen Sie das Zentrum der Stadt Bern.Ideal für Wohngemeinschaften - 4 abschliessbare Zimmer mit Parkett- oder Laminatböden - genügend Platz für den Esstisch im grosszügigen Korridor/Eingangsbereich - Wandschrank im Korridor - Badezimmer mit Wanne - Balkon - Keller- und Estrichabteil vorhanden.",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7093860
2 Zimmer,49 m²,CHF 955.—,CHF 845.—,4900,Grubenstrasse 47,Langenthal,No information,"sonnige, ruhige Lage - Lift - öV, Schulen, Kindergärten und Einkaufsmöglichkeiten in der NäheZweckmässige Küche mit PVC Boden und neuem Glaskeramik sowie Backofen - zweckmässiges Badezimmer mit Dusche und neu Plattenboden - Korridor und Wohnzimmer mit Parkett - Schlafzimmer mit neuem Laminatboden - die ganze Wohnung wird vor dem Einzug frisch gestrichen - Hohe Decken mit Sichtbalken - sonniger Balkon - Keller- und Estrichabteil",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-langenthal/7093859
"3,5 Zimmer",No information,CHF 1640.—,CHF 1420.—,3014,Haldenstrasse 145,Bern,No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7093716
2 Zimmer,55 m²,CHF 1425.—,CHF 1225.—,3098,Landorfstrasse 44,Köniz,No information,"An sonniger und zentraler Lage vermieten wir per 1. Juni 2022 nach Vereinbarung eine schöne2-Zimmerwohnung mit Balkonabgeschlossene, komfortable Küche mit Granitabdeckung und GeschirrspülerParkett- und PlattenbödenBadezimmer mit Wanne und FensterWandschränke und KellerGarage kann dazu gemietet werden (Fr. 140.00 mtl.)Einkaufsmöglichkeiten, Naherholungsgebiet und öffentliche Verkehrsmittel ganz in der NäheWir freuen uns auf Ihe Kontaktaufnahme!",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-koeniz/7093699
"2,5 Zimmer",44 m²,CHF 1000.—,CHF 850.—,3145,Gerbereiweg 22,Niederscherli,No information,Per 1. Juli 2022 vermieten wir diese schöne2.5-Zimmerwohnung mit sonnigem Balkongrosses Wohn-/EsszimmerParkettbödenWandschränke in SchlafzimmerDusche/WCKellerabteil5 Gehminuten zum BahnhofGarage kann dazu gemietet werdenWir freuen uns auf Ihre Kontaktaufnahme!,True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-niederscherli/7093696
"4,5 Zimmer",No information,CHF 1810.—,CHF 1590.—,3110,Lindenweg 12D,Münsingen,No information,"Am Lindenweg 12d in Münsingen vermieten wir per sofort oder nach Vereinbarung eine 4.5-Zimmerwohnung im 2. Stock. Die Wohnung befindet sich im schönen und naturnahen Erlenauquartier.Mit der Aare ist ein tolles Naherholungsgebiet direkt in Ihrer Nähe. Der Liegenschaft steht ein Spielplatz, ein Fussballfeld sowie ein Pavillon zur Mitbenutzung zur Verfügung.Die Wohnung bietet folgende Vorzüge:Lift2 BadezimmerOffene Küche mit Bar.diverse Einbauschränke bieten viel StauraumSchlafzimmer mit eigenem BalkonWohnzimmer mit Balkon (verglast), mit Blick auf die AlpenKellerabteil und eigene Waschküche mit WM und TumblerEinstellhallenplatz kann dazu gemietet werden CHF 120.-Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns noch heute für einen unverbindlichen Besichtigungstermin vor Ort!",True,False,True,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7093570
"4,5 Zimmer",No information,CHF 1640.—,CHF 1390.—,2564,Lindenweg 23,Bellmund,2014,"Die 4.5-Zi-Wohnung im 1. OG mit Balkon ist renoviert und modern. Sie verfügt über Laminatböden in den Zimmern, eine moderne Küche mit GS und zwei moderne Sanitärbereiche (Bad/WC). Es ist zu erwähnen, dass das Objekt am Lindenweg 23 über eine schöne Aussichtslage verfügt.Mietzins CHF 1'390.-- + HK/NK Akonto CHF 250.--l'app. 4.5-pièces au 1er étage est a été rénoveret est moderne. Il a des sols en laminé dans les chambres, une moderne cuisine avec l-v et deux parties de sanitaires (salle de bain/toilette). C'est à dire que l'objet au Lindenweg 23 à Bellmund a une éxellente vue.Loyer CHF 1'390.-- + charges comme acompte CHF 250.--",True,True,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bellmund/7093506
"4,5 Zimmer",103 m²,CHF 2330.—,CHF 1980.—,3097,Wilkerstrasse 50,Liebefeld,2008,"Wir vermieten per 1. Juli 2022 eine topmoderne 4.5 Zimmerwohnung im 1.OG in Liebefeld. Die Wohnung bietet Ihnen die folgenden Vorzüge:Küche mit ausreichend Arbeitsfläche, Plattenboden und TageslichtNasszellen mit Badewanne/Dusche und dunklem PlattenbodenAttraktiver Parkettboden im Kinder- und Schlafzimmer, Zugang zum BalkonDunkler Plattenboden im Wohnzimmer und KorridorKorridor mit EinbauschränkenGrosse Balkon zum gemütlichen VerweilenEigenes KellerabteilEinstellhallenplätz können für CHF 120.00 pro Monat dazu gemietet werden.Durch die zentrale Lage der Liegenschaft finden Sie sämtliche, für den Alltag nötigen Geschäft, in unmittelbarer Umgebung. Den Sportplatz, sowie mehrere Naherholungsgebiete finden Sie direkt vor der Haustüre. Die Bushaltestelle «Hardegg Vidmar» erreichen Sie in wenigen Gehminuten sowie Köniz innert zwei Autominuten.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht uns melden sich noch heute bei uns. Wir freuen uns auf Ihre Kontaktaufnahme.Bitte beachten Sie, dass die Bilder nicht aus der Originalwohnung stammen, sondern aus einer typähnlichen Wohnung.",True,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-liebefeld/7090692
3 Zimmer,65 m²,CHF 1530.—,CHF 1360.—,3097,Könizstrasse 243,Liebefeld,No information,"Das Mehrfamilienhaus ist zentral gelegen, öffentliche Verkehrsmittel und Einkaufen in nächster Umgebung. Der Ausbau des Mietobjektes ist wie folgt:Küche mit Glaskeramik/Backofen, Dampfabzug, grosser Kühlschrank , GeschirrspülerEigene Waschmaschine / Tumbler in der Wohnungoffenes Wohnzimmer2 abgeschlossene ZimmerBadezimmerBodenbeläge Laminat / KeramikBalkonKellerHaben Sie noch Fragen oder möchten Sie einen Besichtigungstermin vereinbaren. Wir freuen uns auf Ihre Kontaktaufnahme.",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-liebefeld/7090384
3 Zimmer,65 m²,CHF 1510.—,CHF 1340.—,3097,Könizstrasse 243,Liebefeld,No information,"Das Mehrfamilienhaus ist zentral gelegen, öffentliche Verkehrsmittel und Einkaufen in nächster Umgebung. Der Ausbau des Mietobjektes ist wie folgt:Küche mit Glaskeramik/Backofen, Dampfabzug, grosser Kühlschrank , GeschirrspülerEigene Waschmaschine / Tumbler in der Wohnungoffenes Wohnzimmer2 abgeschlossene ZimmerBadezimmerBodenbeläge Laminat / KeramikBalkon & kleiner SitzplatzKellerHaben Sie noch Fragen oder möchten Sie einen Besichtigungstermin vereinbaren. Wir freuen uns auf Ihre Kontaktaufnahme.",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-liebefeld/7090367
"2,5 Zimmer",63 m²,CHF 1610.—,CHF 1420.—,3612,Ziegeleistrasse 42,Steffisburg,No information,"Nach Vereinbarung vermieten wir an der Ziegeleistrasse 42 eine grosszügige 2.5-Zimmer-Wohnung mit folgenden Vorzügen:Parkettboden im Wohn- und SchlafzimmerPlattenboden in der Küche und im BadzimmerOffene Küche mit Glaskeramikkochfeld und GeschirrspülerGarderobe im EingangsbereichBadzimmer mit ebenerdige DuscheEigene Waschmaschine und Tumbler im ReduitBodenheizunggemütlicher Balkongrosses KellerabteilEinstellhallenplatz kann für CHF 120 monatlich dazu gemietet werdenUmgebungRuhigNähe zur ZulgBei den Fotos handelt es sich um Musterfotos, welche lediglich den Ausbaustandard darstellen und leicht vom Mietobjekt abweichen können.Wir freuen uns auf Ihre Kontaktaufnahme.",True,False,True,False,False,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-steffisburg/7090358
"2,5 Zimmer",64 m²,CHF 1180.—,CHF 1000.—,3110,Dorfmattweg 21,Münsingen,No information,Die helle 2½-Zimmer-Wohnung befindet sich in einem ruhigen Quartier und bietet folgende Vorzüge:Abgeschlossene KücheBadezimmer mit BadewanneWandschränke im KorridorSonniger und grosser BalkonEinstellhallenplatz kann für CHF 95.00 p.M. dazu gemietet werdenGerne geben wir Ihnen weitere Auskünfte oder vereinbaren mit Ihnen einen Besichtigungstermin.,True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7090349
"2,5 Zimmer",No information,CHF 1575.—,CHF 1360.—,3013,Greyerzstrasse 47,Bern,1925,"Das Mehrfamilienhaus befindet sich im beliebten Breitenrain-Quartier. Mit dem Bus Nr. 20 oder Tramlinie Nr. 9 erreichen Sie in wenigen Minuten das Stadtinnere von Bern. Diverse Einkaufsmöglichkeiten, Restaurants und ein Fitnesszentrum befinden sich in unmittelbarer Nähe. Den Breitenrainplatz und die Aare erreichen Sie zu Fuss in weniger als 15 Minuten.Per 1.8.2022 vermieten wir eine tolle Dachgeschosswohnung mit folgenden Vorzügen:Blick ins Grüne und über die Dächer vom Breitenrainmoderne Küchemodernes BadezimmerParkett in Wohn- und SchlafzimmerGalerieKellerabteilLiftBitte beachten Sie, dass die Wohnung über keinen Balkon verfügt.Auf Wunsch kann für CHF 120 im Monat eine Einzelgarage dazu gemietet werden.Zur Vereinbarung eines Besichtigungstermins oder bei weiteren Fragen sind wir gerne für Sie da und freuen uns auf Ihre Kontaktaufnahme.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/7089975
